Id,Category,Title,Description
1404,4,Google to add searches on printed books,"Written by Net 4 Nowt As part of its effort to make offline information searchable online, Google Inc. has announced that it is working with the libraries of Harvard, Stanford, the University of Michigan, and "
1405,3,Jones Apparel: Does Barney's Mean Trouble?,The fashion company continues to build and buy in the face of disappointing sales.
1406,1,Americans Forces Strike Fallujah,"BAGHDAD, Iraq Sept. 28, 2004 - American forces bombed a suspected hide-out used by associates of Abu Musab al-Zarqawi in Fallujah on Tuesday, part of a campaign of airstrikes the US military said has taken "
1407,3,Dollar Slumps After Weak U.S. Data, NEW YORK (Reuters) - The dollar sagged on Tuesday as softer  U.S. data on Tuesday re-ignited worries that the world's  largest economy has yet to recover from its recent soft patch.
1408,1,Iraqi PM #39;s cousin released by kidnappers: TV,"Kidnappers have released Iraqi Prime Minister Iyad Allawi #39;s cousin after taking him hostage for 12days, the Arabic-language al-Arabiya TV channel reported Sunday."
1409,3,The Sound of Gaining 100 in a Day,"Dynamic Materials, with the stock symbol BOOM, was up 100 in early Nasdaq trading."
1410,4,EU to give Oracle deal go-ahead -- FT,The European Commission is set to give US software giant Oracle the go-ahead to take over arch-rival PeopleSoft in a \$7.7 billion (4.
1411,3,UPDATE 3-Bayer and Schering-Plough form drugs alliance,"Bayer AG forged an alliance for its struggling pharmaceuticals business with US drugmaker Schering-Plough on Monday, cutting costs and marking another step in the German company #39;s transformation."
1412,2,"What #39;s bothering Sourav, injury or something else?",The news from Nagpur is not good. And we are not talking just about the on field performance of the Indian cricketers. Reports say there is more than what it meets the eye to the thigh (or is groin?
1413,1,One Dead in Afghanistan Explosion (AP),"AP - A big explosion badly damaged a house in downtown Kabul Sunday, killing at least one man. The building was in flames."
1414,2,"Devil Rays 5, Red Sox 2",Rookie Scott Kazmir outpitched Pedro Martinez to lead the Tampa Bay Devil Rays over Boston 5-2 Tuesday night and sent the Red Sox to consecutive losses for the first time in more than five weeks.
1415,2,Loftier goal for Eagles,"Koy Detmer took a knee for the final time, the clock struck 0:00 and the Eagles had won it and done it. They had cut down the Giants 27-6 with a run of 20 straight points "
1416,2,Yankees Remove Loaiza From Rotation (AP),"AP - After five mediocre starts, Esteban Loaiza lost his job in the New York Yankees' rotation on Saturday and was sent to the bullpen. Loaiza failed to make it out of the fifth inning in Friday's 8-7 victory over Toronto."
1417,1,"Dutch Anti-Terror Raid Over, Two Held"," THE HAGUE (Reuters) - Dutch police stormed an apartment and  arrested two people on Wednesday, ending a 14-hour stand-off  that began when suspects sought in anti-terrorism probe wounded  three officers in a hand grenade blast."
1418,3,"Stocks fall sharply, quickly","A disappointing holiday sales forecast from Wal-Mart is dragging on blue chips, while Apple Computer is a bright light on Wall Street."
1419,4,NASA to Announce Discovery of New Class of Planets,"By JOSEPH B. VERRENGIA    (AP) -- Astronomers have discovered four new planets in a week's time, an exciting end-of-summer flurry that signals a sharper era in the hunt for new worlds..."
1420,4,Next-generation Russian spaceship unveiled,Russian space officials on Tuesday unveiled a full-scale high-fidelity mockup of the spacecraft they hope will replace the veteran Soyuz space capsule.
1421,3,Fonterra proposal is  quot;bird in the hand quot;,"Fonterra is aiming for a significant share of the Australian dairy foods market, with a bid for one of Australia #39;s largest operators."
1422,1,Brazil Plans Appeal for Marathon Attack,"ATHENS, Greece - Brazilian sports officials blamed inadequate course security for a defrocked priest's bizarre attack on the Olympic marathon leader, and said Monday they will appeal to world track authorities for a duplicate gold medal.    The criticism of Athens Olympic organizers, who have been praised for their overall security, came as former priest Cornelius Horan was given a one-year suspended sentence..."
1423,2,Three on Pats Buses Injured in Accident (AP),AP - Three people traveling with the New England Patriots received minor injuries Sunday when two of their buses collided as they made their way to the team's hotel.
1424,4,"459 sued for file-sharing in Europe, 28 in the UK","The European music industry today announced a major crackdown against file-sharing, the practice of sharing copyrighted songs over the internet using networks like Kazaa, with the filing of 459 suits against file-swappers, 28 of whom are British."
1425,4,Intel to launch tri-mode Wi-Fi chip set,"Fulfilling a long-time goal, Intel Corp. is set to introduce on Thursday its first chip set that supports all three current forms of Wi-Fi, according to sources familiar with the announcement."
1426,2,NBA boss vows future US teams to work more on global rules (AFP),"AFP - Future United States Olympic teams of National Basketball Association stars will have more training with international rules before arriving at the Games, NBA commissioner David Stern said."
1427,3,Update 16: Oil Prices Pass \$54 on Supply Concerns,Oil prices surpassed \$54 a barrel Tuesday due to nagging concerns in the market that the global supply buffer is too thin to handle a significant output disruption.
1428,3,Volkswagen 2004 China Sales Fall," SHANGHAI (Reuters) - Volkswagen's car sales in China fell 6  percent in 2004 and will fare little better in 2005 amid a  raging price war and worsening demand from a slowing economy,  executives for its two ventures in the country said on Tuesday."
1429,1,Arafat admits he has made many mistakes,"Yasser Arafat, the Palestinian leader, issued an unprecedented mea culpa yesterday, admitting that he had made mistakes and promising to rectify them. "
1430,2,Eagles Hang On,"Jason Thomas scores a career-high 23 points and grabs 11 rebounds to help American withstand a late Vermont rally and beat the Catamounts, 67-64."
1431,4,First Suit Filed Against Internet 'Spyware' (Reuters),"Reuters - The U.S. government has sued a New\Hampshire man in its first attempt to crack down on Internet\""spyware"" that seizes control of a user's computer without\permission."
1432,4,Here's the Hook: Gifts for Online Bill Payers,"More businesses are out to convert die-hard check writers to electronic billing by offering perks, lower interest rates or discounted prices."
1433,2,Tottenham put faith in Dutch coach Jol,MARTIN Jol was named as Tottenham Hotspurs new head coach yesterday and immediately pledged to follow in the footsteps of Bill Nicholson and guide the club back to the halcyon days of the 1960s.
1434,2,Deadline receptive to deals,"Now if only the NFL can let players at the other 20 positions on the football field get involved. The league trading deadline was yesterday, and for the first time in five years, there actually were deals made. All three trades were for wide receivers."
1435,3,US Army to withhold portion of Halliburton payments,The billing dispute between the US Army and Houston-based Halliburton Co. continues as the Army on Tuesday said it would withhold paying 15 percent of future invoices from Halliburton. 
1436,2,Ruud and Roy Special,"MUCH as Ruud van Nistelrooy (left) enjoys playing in the Champions League, Sir Alex Ferguson enjoys seeing his star striker perform like he did against Sparta Prague."
1437,2,Tszyu makes quick work of Mitchell in rematch,"Kostya Tszyu was soft-spoken before his rematch with Sharmba Mitchell and the same way after.  quot;I don #39;t like to talk, quot; the IBF junior welterweight champion said after demolishing Mitchell "
1438,4,Global Exchange to buy IBM services units,B2B e-commerce specialist Global Exchange Services agrees to buy IBMs Electronic Data Interchange and Business Exchange Services divisions.
1439,1,Israeli Soldier Shot Dead in Gaza Clash -Army (Reuters),"Reuters - Two Palestinian gunmen fired on an Israeli\army outpost in the northern Gaza Strip on Thursday, killing a\soldier before being shot dead, a military spokeswoman said."
1440,2,Giants get 4 in 8th to win,Denver -- Maybe the sidearm lefty missed his spot. Or maybe the Rockies found a clever way to bid Barry Bonds adieu for the season after he clobbered them with a .
1441,4,Greenpeace protests Malaysia #39;s  #39;laundering #39; of ramin in RI forests,"BANGKOK, Thailand (DPA): Activists from the Greenpeace environmentalist group on Wednesday handcuffed themselves to the gates of the Malaysian embassy in Bangkok to protest Malaysia #39;s  quot;laundering quot; of ramin, a protected hardwood found primarily in "
1442,4,Illinois Governor wants to Ban Violent Video games,Yesterday Illinois Gov. Rod Blagojevich proposed a state law that would ban the selling and rental of violent and or sexually explicit video games to Children under the age of 18.
1443,1,Britain's press split over Blair speech (AFP),"AFP - Britain's press was divided after Prime Minister Tony Blair's annual speech to the Labour Party conference, some giving him credit for admitting the intelligence was wrong over Saddam Hussein's alleged weapons of mass destruction, while others slated him for refusing to apologise over the war in Iraq."
1444,1,Jamaica Possibly Spared Ivan's Worst Fury,"KINGSTON, Jamaica - Hurricane Ivan lashed Jamaica with giant waves and winds nearing 155 mph early Saturday, but as panicked residents braced for a direct hit, the storm unexpectedly wobbled and lurched west, possibly sparing the island the worst of its fury.    The change in course could be good news for hurricane-weary Florida, since Ivan may now head off into the Gulf of Mexico..."
1445,2,Lemieux Reigns in Hockey's Shared Memory,"Luck is a relative term for Mario Lemieux, who has endured back operations, hip operations, cancer, a premature retirement and a team bankruptcy."
1446,2,Middle ground for Cancela,Jose  quot;Pepe quot; Cancela was among the key attacking players for the Revolution last season. But Cancela has performed only briefly in the last five matches as the Revolution have struggled to a 1-3-1 record and are on the brink of elimination from MLS playoff contention.
1447,2,"Heikki, champion of champions!",The Renault driver won the Race of Champions at the Stade de France last weekend against illustrious opposition!
1448,4,Tech.gov: Barriers to Free Wi-Fi,"Federal and state governments usually promote competition for telecom services, but some states are blocking free Wi-Fi access."
1449,3,Automakers Telling the Same Tale,The top two U.S. automakers continue to deal with declining sales while the little guy grows.
1450,2,"AL Wrap: Rangers Overcome Angels, A's Draw Level (Reuters)","Reuters - Adrian Gonzalez drove in three runs\with a pair of hits as the Texas Rangers beat Anaheim 6-3 in\Arlington on Thursday, dropping the Angels into a first place\tie with Oakland in the AL West."
1451,3,Tokyo Stocks Open Firmer on Economy (Reuters),Reuters - Japan's Nikkei average edged up 0.25\percent at the opening on Tuesday as investors stayed\optimistic about Japan's economy and bought banks and insurance\firms.
1452,3,Mass. still a no-go for Geic,"Geico Corp., the nation's fifth-largest auto insurer, started selling policies in New Jersey yesterday for the first time in 28 years, leaving Massachusetts as the lone state where the company won't do business."
1453,2,Yao excited about Chinese homecoming (AFP),AFP - Chinese star center Yao Ming is excited about making a homecoming with his National Basketball Association(NBA) teammates next week when he and the Houston Rockets play two exhibitions against Sacramento.
1454,3,Medtronic Quarterly Net Up (Reuters),Reuters - Medtronic Inc. (MDT.N) on Wednesday\said its quarterly earnings rose on brisk demand for devices\that manage irregular heart beats and products used to treat\the spine.
1455,4,India unveils policy to help make nation 'Internet superpower' (AFP),AFP - India announced the creation of a national Internet service hub to connect all service providers and boost web traffic in the country of one billion people.
1456,3,Interest rates on short-term T-bills mixed,"Interest rates on short-term Treasury securities were mixed in yesterday's auction. The Treasury Department sold \$19 billion in three-month bills at a discount rate of 2.210 percent, up from 2.195 percent last week. An additional \$17 billion was sold in six-month bills at a rate of 2.380 percent, down from 2.395 percent."
1457,2,Somerville provides Hannah dreary debut,"LOWELL -- Few people expected ex-Patriot and NFL Hall of Famer John Hannah to walk into the head coach position at Somerville and turn a winless team into a Super Bowl contender. After last night, skeptics may be looking to Hannah's role in the Somerville youth football program for solace as the Highlanders were swamped by Lowell, 47-14, at Crowley ..."
1458,3,Sprint Near Deal to Buy Nextel -Sources (Reuters),Reuters - Sprint Corp. is close to\an agreement to buy Nextel Communications Inc. for about  #36;35\billion in a mostly stock deal that would combine the No. 3 and
1459,3,Inflation picking up steam,"Consumer prices in October posted their biggest increase in five months, pinching pocketbooks at the gas pump and at the grocery store."
1460,3,Techs build on Friday #39;s gains,"NEW YORK (CNN/Money) - Tech stocks rallied anew Monday, with the Nasdaq closing just shy of its session high, as investors sought bargains in the beaten-up sector for the second straight session."
1461,1,Union Struggles To Contain Turkey Accession Debate,"The European Commission #39;s carefully choreographed strategy to keep internal debate over Turkish accession silent until 6 October, when an initial decision must be made, is coming unraveled."
1462,1,Huge turnout for  Indian Maoists,Tens of thousands of people attend a rally called by the left-wing rebel  People's War Group in southern India.
1463,2,Record 13th straight mens title,"HOUSTON - Top-seeded Roger Federer of Switzerland won a record 13th straight final Sunday, beating Australian Lleyton Hewitt, 6-3, 6-2, in the title match of the Association of Tennis Professionals Masters Cup."
1464,2,I Rushed The Irish,"After 30 years of coming up short in Notre Dame Stadium, the Boilermakers took the fight out of the Irish early to remain unbeaten (4-0), winning 41-16."
1465,3,Surge in car sales spurs economy,"The final snapshot of the economy before Election Day showed yesterday that growth picked up to a 3.7 percent pace this summer, fired by a consumer spending splurge on cars and sport utility vehicles."
1466,1,Clashes erupt in northeast India,"angry villagers burned down houses of ethnic minority people they blame for separatist violence, police say. Settlers in the area attacked Bodo people and burned down at "
1467,4,Telestream Unveils Windows Media 9 Series Encoding Support For Mac,Telestream announced Friday support for exporting or importing files in the Microsoft Windows Media format on Mac OS X platforms. Telestream #39;s new support capabilities for Windows Media 
1468,4,Microsoft Issues Patch for SP2,Update fixes crashes caused by incompatibility with hidden advertising app.
1469,3,Oil giant in Russia is closer to collapse,"MOSCOW Yukos has moved closer to collapse after six of the Russian oil company #39;s top executives, including the American chief executive and the chief financial officer, fled the country, citing fear of persecution from the Kremlin."
1470,3,US wholesale prices up 0.5,"WASHINGTON - US producer prices, a measure of inflation at the wholesale level, rose by a faster-than-expected 0.5 in November, seasonally adjusted Labor Department data showed."
1471,4,Tech CEOs Issue Cyber-Security Recommendations,A group representing technology industry chief executives on Tuesday warned that the Bush administration has failed to follow through on its two-year-old strategy for protecting the nation #39;s 
1472,1,British Hunters Seek to End Fox-Hunt Ban (AP),"AP - Defeated in Parliament, supporters of fox hunting went to court Friday to try to overturn a legislative ban on their more than 300-year-old sport and vowed a campaign of civil disobedience in the run-up to next year's general election."
1473,4,EasyMobile faces Orange showdown,Easyjet founder Stelios Haji-Ioannou faces a potential clash with Orange over plans for a mobile phone service.
1474,2,Time to say thanks for job well done,"The manager is an afterthought, buried under the avalanche of publicity generated by his courageous, gimpy pitcher; his charming, devastating designated hitter; his forthright, charismatic, long-haired center fielder. Every day this march to the World Series has produced a new story or a new hero. There's Manny Ramirez, finally hitting a home run. There's Pedro Martinez, spinning ..."
1475,4,"Space Probe Fails to Deploy Chute, Slams into Earth (SPACE.com)","SPACE.com - DUGWAY PROVING GROUND, UTAH \  -- A NASA spacecraft spun out of control and crashed into the Utah desert this \  morning, putting a disastrous end to a years-long mission to bring back samples \  of the Sun."
1476,1,"Federal employees get special treatment on car usage, say documents (Canadian Press)","Canadian Press - MONTREAL (CP) - Nearly 460,000 Canadians on the federal payroll are eligible to be reimbursed tax-free for using their cars on government business, according to documents obtained by The Canadian Press."
1477,4,Apple Up After Analysts Raise Target (Reuters),"Reuters - Apple Computer Inc.  shares\jumped as much as 16 percent on Monday, to their highest level\in more than 4 years, after a Wall Street analyst nearly\doubled his price target on the stock."
1478,4,"Feds Raid P2P Users, RIAA Pushes Lawsuits","US Attorney General John Ashcroft said the crackdown sent a message to  quot;those who steal over the Internet, quot; with Assistant Attorney General Christopher Wray adding the crackdown represented the "
1479,4,'Virtual' repairs for Cutty Sark,Digital models of an historic ship are created as part of its restoration to test if it will survive the process.
1480,1,Black Watch troops return to Basra,"The Black Watch regiment has returned to its base in Basra in southern Iraq after a month-long mission standing in for US troops in a more violent part of the country, the Ministry of Defence says."
1481,4,Google Sued by Pornography Publisher Over Image Search,"Google Sued by Pornography Publisher Over Image Search\\Porn publisher Perfect 10 Inc. sued Google for copyright infringement last Friday, accusing Google of failing to  remove from its search results thousands of photos posted online (on non-Google sites)without permission from Perfect 10. The lawsuit, which was filed in U.S. District ..."
1482,3,Stocks End Higher on Falling Oil Prices,Stocks edged higher Friday as another drop in oil prices helped Wall Street withstand the effects of a disappointing jobs creation report.
1483,3,OPEC Unlikely to Change Quotas -Nigeria (Reuters),"Reuters - OPEC oil producers are unlikely to\change output quotas at their December 10 ministerial meeting\and have no need yet to rein in a supply surge that has begun\to ease record prices, Nigeria's top oil official said on\Saturday."
1484,2,Vizquel Signs with San Francisco," SAN FRANCISCO (Sports Network) - Free-agent shortstop Omar  Vizquel signed a three-year contract with the San Francisco  Giants on Sunday. Per team policy, financial terms were not  disclosed."
1485,1,New forces mark Bolivia election,Bolivians vote in local elections with grassroots groups set to challenge the  traditional political parties.
1486,2,Early is too late,"Carlos Emmons, Barrett Green and Terry Cousin, three veteran defensive players the Giants signed in the offseason, have filed appeals through the NFL Players Association of \$500 fines Tom Coughlin gave them in training camp."
1487,2,Royals' Stairs Signs Contract Extension (AP),AP - Kansas City outfielder Matt Stairs signed a one-year contract extension Wednesday that will keep him under contract with the Royals through 2005.
1488,4,Apple Announces Expansion of Euro iTunes,An Apple executive has told Reuters that the company will expand its European iTunes Music Store next month. Apple Vice President Eddie Cue told the news service that Apple plans to cover 
1489,4,Dog Extinctions Show Why Bigger Isn't Better (Reuters),"Reuters - Fossils from extinct dogs show why\bigger is not better -- giant meat-eating animals died out\because they relied too heavily on hunting other big animals,\scientists reported on Thursday."
1490,1,Iraq vote date maintained despite deadly violence,"BAGHDAD (AFP) - Iraq #39;s landmark January polls looked set to take place as planned although the violence that prompted delay calls remained rife, as an anti-rebel sweep south of Baghdad claimed its first victims and five US troops died in western Iraq."
1491,1,"Heavy Rain, Low Turnout Overshadow Mozambique Poll", MAPUTO (Reuters) - Heavy rains and apparent low turnout  cast a shadow over Thursday's second day of Mozambican  elections for a successor to veteran President Joaquim  Chissano.
1492,3,Oil prices fall as supply fears fade,"World oil prices plummeted to a near three-month low on Thursday, capping a two-day, 12-percent plunge as fear of a global energy supply crunch evaporated."
1493,3,"Quattrone, once a star banker, faces sentencing","Frank Quattrone, a former star investment banker who once earned \$120 million in a year, will be sentenced on Wednesday for obstructing a federal investigation into some "
1494,2,Motorsport: BAR win contract tug-of-war over Button,SAO PAULO - Briton Jenson Button will drive for BAR next year but is likely to join Williams in 2006 after Formula One #39;s Contract Recognition Board (CRB) ended a tug-of-war between the teams today.
1495,3,UBS Reportedly to Buy Schwab Units," NEW YORK (Reuters) - UBS AG is expected to buy Charles  Schwab Corp.'s institutional research and trading unit for \$265  million, the Wall Street Journal said Monday, citing unnamed  people familiar with the matter."
1496,1,US chides Seoul on nuclear tests,The US warns South Korea to expect no favours after it admits conducting secret nuclear experiments.
1497,1,Myanmar appoints new PM in major cabinet reshuffle,"Myanmar State Peace and DevelopmentCouncil (SPDC) on Tuesday carried out a major government reshuffle,removing Prime Minister General Khin Nyunt from post and appointing Lieut."
1498,3,A Bit of Self-Promotion,Worldwide Restaurant Concepts sounds like a company that is putting itself up for sale.
1499,3,Phone line alchemy: Copper into fiber,"KELLER, Texas--Rick Montey and his two-worker crew want to present a new image of the local phone company: prompt, friendly and hands-on helpful."
1500,2,Jordan Makes Statement,Wizards coach Eddie Jordan says the team is making a statement that immaturity will not be tolerated by suspending Kwame Brown one game for not taking part in a team huddle during a loss to Denver.
1501,1,British leaflets asks Iraqis to look for hostage,LONDON The British Foreign Office says its embassy in Baghdad has printed 50-thousand leaflets urging Iraqis to help find a kidnapped British citizen.
1502,1,No decision taken by Musharraf on army chief post: Pakistani &lt;b&gt;...&lt;/b&gt;,ISLAMABAD: Pakistan #39;s information minister retracted his statement that President Pervez Musharraf would retain his position as head of the powerful army.
1503,1,Best Defense: More Offense,"In the debate, John Kerry was on the offensive on topics like tax cuts in wartime, prescription drug imports and the deficit."
1504,3,Treasuries Plunge on Huge Payrolls Rise (Reuters),Reuters - Treasuries prices plunged on Friday\after a startlingly strong U.S. jobs report confounded\speculation the Federal Reserve might soon pause in its rate\hikes.
1505,1,Kerry Accuses Bush of Hiding the Truth About Iraq,Senator Kerry leveled his charges in a speech prepared for delivery later today before the National Guard Association in Las Vegas.
1506,4,New crop of portable players nips at iPod,"PALO ALTO, Calif. - Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl #39;s eyes light up and she pulls her mother into an Apple Computer Inc."
1507,4,Fantasy Leagues Attract Money From Advertisers,DVERTISERS have uncovered a world of young men with plenty of time on their hands and money to spend - a highly coveted demographic - in an unlikely place.
1508,1,Leaders join Arafat funeral procession,Hundreds of Arab and Muslim leaders and officials participated Friday in the funeral procession of the late Palestinian leader Yasser Arafat in Cairo.
1509,1,Football: Rangers win on penalties,Gregory Vignal's penalty sends Rangers into the Uefa Cup group stage after a nail-biting 120 minutes at Ibrox.
1510,4,Four Infineon execs heading to jail on price-fixing charges,"Four Infineon executives will serve jail time after pleading guilty to being part of an  quot;international conspiracy quot; to fix the price of computer memory, the US Department of Justice announced today."
1511,3,"Nikkei Opens Up, Led by Techs, Exporters (Reuters)","Reuters - Tokyo's Nikkei average opened 0.59\percent higher on Tuesday as investors sought bargains among\tech firms and exporters, but gains were limited by caution\ahead of a monetary policy meeting in the United States during\the day."
1512,2,Steelers earn their way into NFL elite,"Another dominating triumph against another unbeaten team raises the stakes: These Steelers just might be the class of the NFL. By Ed Bouchette, Pittsburgh Post-Gazette."
1513,3,House of Fraser Seals Barclaycard Deal,Department store group House of Fraser was today poised for a 25 million boost from a partnership with Barclaycard to run its store card scheme.
1514,1,Pitcairn father  #39;fell in love #39; with 13-year-old,One of the principal defendants in the Pitcairn Island sex abuse trials pleaded guilty to three charges yesterday but claimed to have been  quot;in love quot; with a 13-year-old girl with whom he had a long affair.
1515,2,Boxers take more hits as Dirrell gets bronze,"Or maybe he simply is unfamiliar with the preferred code of behavior following a boxing match: you lose, you whine. Dirrell would be no good at it, however."
1516,3,Ford outlook lifts markets,Improved profit guidance from Ford energized stock markets this morning despite a consumer confidence reading that unexpectedly slipped.
1517,4,Amphibian Extinctions Sound Global Eco-Alarm -Study,"They may thrive on land and in water, but amphibians everywhere are in serious trouble and up to a third of species are threatened with extinction, a troubling new study said on Friday."
1518,3,"Bed Bath   Beyond Profit Up, Shares Fall (Reuters)",Reuters - Bed Bath   Beyond Inc.  on\Wednesday posted a 24 percent rise in its quarterly earnings as\demand for its household goods remained strong.
1519,1,Two Men Questioned in Pakistan Bombing (AP),AP - Police said Monday they were questioning two men in connection with a suicide attack at a Shiite mosque in eastern Pakistan that killed three people plus the bomber  #151; the latest violence in what appears to be rising strife between Shiite and Sunni Muslims.
1520,1,Israel Apologizes After Tank Kills 3 Egyptian Police," JERUSALEM (Reuters) - An Israeli tank killed three Egyptian  policemen on the Gaza-Egypt border Thursday, prompting an  Israeli apology for what the army said was a tragic error when  it mistook them for Palestinian militants."
1521,3,S amp;P changes its indices,"S amp;P has announced changes to its indices in the US and Australia in relation to News Corporation. After trading closes on Friday December 17, 2004 New Corp."
1522,2,Del Piero recalled for Italy,Azzurri manager Marcelo Lippi has confirmed that Alessandro del Piero is one of five new faces to face Moldova in the World Cup qualifier in Chisinau.
1523,4,Amazon lists PlayStation 3,Retailer's Japanese arm posts product page for hotly anticipated game console.
1524,2,Diamondbacks' Top Pick Enrolls in College (AP),"AP - Top Arizona draft pick Stephen Drew enrolled in classes at Florida State on Thursday, a move similar to the one made by older brother J.D. Drew."
1525,4,Kazaa to dial up a respectable living,"Kazaa, the internet site which attracted the fury of the music industry by allowing users to download tunes for free, has ventured into the telecoms sector."
1526,3,Crude Futures Climb Amid OPEC Worries,"Crude futures rose Friday amid market jitters over possible production cuts by OPEC at their meeting in Egypt, as well as fears that winter weather will put pressure on supplies."
1527,2,Austin Wins Buick Invitational,The Derby native rebounded from a bogey on the final hole of regulation Sunday to birdie the first hole of a sudden-death playoff with Tim Herron and win the \$4.
1528,3,"You take the bus, Ill take the limo","America is riveted by the story emerging in court of how former Disney president Michael Ovitz, now being sued over his 74 million pay-off, shocked even Hollywood with his grandiose behaviour."
1529,3,Free credit reports to bear ads,"Ordered by Congress to give consumers free access to their own credit reports once a year, the nation's three largest credit bureaus are turning that requirement into a marketing opportunity."
1530,2,Ageless Allen scores two TDs as Argonauts upset Lions 27-19 in &lt;b&gt;...&lt;/b&gt;,Twenty-year veteran Damon Allen ran in two touchdowns and passed for another as the Toronto Argonauts defeated the BC Lions 27-19 in the Grey Cup game on Sunday night.
1531,4,Geeks Code for the Gold,"Competitors are still going at it in Athens, but this time the teams are trying to write the most elegant code. By Michelle Delio."
1532,3,Wall Street upbeat despite oil-price rise,"Investors looked past a spike in oil prices yesterday, sending stocks higher on the strength of Ford #39;s bullish profit outlook."
1533,3,Nation likely to be 3rd largest trading power,"China is likely to become the world #39;s third largest trading power by the end of 2004, said the Ministry of Commerce. According to a report jointly published on Friday by the ministry "
1534,2,OU #39;s Jason White Hopes To Repeat With Heisman,"NEW YORK -- Oklahoma quarterback Jason White (pictured, below) hopes to do something only one other college football player has ever accomplished: win a second Heisman Trophy."
1535,2,Red Bull boost for Coulthard,LONDON (AFP) - McLaren discard David Coulthard looks set to be offered a way back into Formula One for the 2005 season as a driver with the new Red Bull Racing team.
1536,3,Checks to clear much faster as  #39;float #39; disappears,"written a check with the hopes that it wouldn #39;t clear for a few days, so there #39;s enough time to get more money in the bank account to cover the expense."
1537,4,Have your say - Microsoft v Google,"Times Online tried Microsoft #39;s new search engine, and it broke. Here #39;s a selection of reader experiences with the new service."
1538,3,UK #39;s BT Group says committed to dividend policy,"BT Group Plc (BT.L: Quote, Profile, Research) is committed to its existing dividend policy, Britain #39;s dominant fixed-line telecoms operator said on Monday, seeking to allay concerns its latest US purchase may come at the expense "
1539,3,New investor could change dynamic of Microsoft inquiry,"A third company is looking to join Microsoft and Time Warner as an investor in digital rights management firm ContentGuard, a move that may help Microsoft reduce European antitrust concerns regarding its stake in ContentGuard."
1540,2,Fish Knocks Off Ferrero,"Mardy Fish turns things around for the biggest victory of his career, a 4-6, 7-6 (5), 6-4 comeback against former No. 1 Juan Carlos Ferrero."
1541,1,Official: Border Terror Fears Overblown (AP),"AP - The new head of Mexico's federal police force said Monday he doesn't see the U.S.-Mexico border as a terror target and that while terrorists may try to use this country to sneak into America, there's no evidence they have yet done so."
1542,3,World oil prices set for significant fall over next two years,"LONDON, Oct 26 (AFP) - World oil prices will be driven down over the next two years due to there being enough crude to meet soaring demand, Claude Mandil, executive director of the International Energy Agency (IEA), said here Tuesday."
1543,1,Sudan has no plans to disarm  #39;Arab rebels #39;,"A top official from Sudan #39;s ruling party said on Thursday that the government would not disarm  quot;Arab rebels quot; in the troubled Darfur region, saying they were not all members of the feared Janjaweed militia."
1544,1,Typhoon Aere Lashes Taiwan #39;s Capital,"TAIPEI, Taiwan Aug. 24, 2004 - Typhoon Aere lashed northern Taiwan on Tuesday, closing schools, grounding flights to northeast Asia and dumping rain that threatened to cause deadly flash floods and landslides."
1545,4,Star Wars Game Gives Battle Tour,"Luke Skywalker and Darth Vader may get all the glory, but a new Star Wars video game finally gives credit to the everyday grunts who couldn't summon the Force for help."
1546,3,"Despite uncertainty, taxpayers should","Politics has made year-end tax planning problematic. Although tax policy is fixed for 2004, it #39;s been difficult to strategize into the future without knowing who the president would be through 2008."
1547,1,Brazil hails Russia #39;s signing of Kyoto climate pact,"BRASILIA, Nov 6 (AFP) - Brazil welcomed Russia #39;s signing of the UN #39;s Kyoto climate change treaty, an environment ministry statement said Saturday."
1548,1,Lebanese March Protests Syrian Domination (AP),AP - Thousands of Lebanese students and activists defied government warnings Friday and demonstrated against Syria's domination of their country.
1549,4,PeopleSoft Denies Execs Visited Oracle (Reuters),"Reuters - PeopleSoft Inc.  on Tuesday\denied an analyst report that its executives recently met with\Oracle Corp. , the rival software vendor that last year\launched a hostile bid for PeopleSoft."
1550,2,Tar Heels Suspend 3 Players Indefinitely (AP),"AP - North Carolina suspended wide receiver Adarius Bowman, linebacker Fred Sparkman and defensive tackle Isaiah Thomas indefinitely after they were cited for possession of marijuana by campus police, the school said Monday."
1551,4,FDA Approves Human RFID Tags,The Food and Drug Administration (FDA) recently approved a radio frequency identification (RFID) microchip (VeriChip) that will be implanted in humans and used for medical purposes.
1552,3,"Sure, It's Pragmatic. But Stylish? The Minivan Is Getting a Makeover","Making the minivan hip would be an Olympian feat, but the pragmatic advantage of vans was underscored in statistics that showed them to be safer than cars."
1553,3,USTR to Comply After WTO Sanctions Threat, WASHINGTON (Reuters) - The Bush administration said it  would work with Congress to avoid U.S. exports being hit with  potentially hundreds of millions of dollars in new sanctions  approved on Tuesday by the World Trade Organization.
1554,3,"Oil Steadies, China Rate Hike Unsettles", LONDON (Reuters) - Oil prices steadied on Friday after an  eight percent rout driven by a surprise interest rate hike in  China that raised doubts about demand from the world's second  largest energy user.
1555,2,Eriksson: We learned from mistakes,"ENGLAND coach Sven-Goran Eriksson believes his players learned their lessons from the disappointing 2-2 draw in Austria at the weekend as they held on for a 2-1 victory over Poland in Chorzow, Katowice last night."
